,support,itemsets
113,0.07525325615050651,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Compute/virtualMachines'])"
114,0.1548480463096961,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Storage/storageAccounts'])"
115,0.1939218523878437,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines'])"
116,0.16353111432706222,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])"
117,0.07091172214182344,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines'])"
118,0.15195369030390737,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])"
119,0.1085383502170767,"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Storage/storageAccounts'])"
120,0.1316931982633864,"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Compute/virtualMachines'])"
121,0.10998552821997105,"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])"
122,0.2778581765557164,"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])"
123,0.07091172214182344,"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'extensions', u'Microsoft.Compute/virtualMachines'])"
124,0.10274963820549927,"frozenset([u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])"
125,0.07380607814761216,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/networkSecurityGroups'])"
126,0.07525325615050651,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Compute/virtualMachines'])"
127,0.1548480463096961,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])"
128,0.1939218523878437,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])"
129,0.16353111432706222,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts', u'Microsoft.Compute/virtualMachines'])"
130,0.07091172214182344,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])"
131,0.15195369030390737,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts', u'Microsoft.Compute/virtualMachines'])"
132,0.10709117221418235,"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Storage/storageAccounts'])"
133,0.1316931982633864,"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Compute/virtualMachines'])"
134,0.10998552821997105,"frozenset([u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts', u'Microsoft.Compute/virtualMachines'])"
135,0.2778581765557164,"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts', u'Microsoft.Compute/virtualMachines'])"
136,0.07091172214182344,"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'extensions', u'Microsoft.Compute/virtualMachines'])"
137,0.10274963820549927,"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts', u'Microsoft.Compute/virtualMachines'])"
138,0.07091172214182344,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Compute/virtualMachines'])"
139,0.15195369030390737,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])"
140,0.10274963820549927,"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])"
141,0.07091172214182344,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])"
142,0.15195369030390737,"frozenset([u'Microsoft.Compute/virtualMachines/extensions', u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])"
143,0.10274963820549927,"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkSecurityGroups', u'Microsoft.Storage/storageAccounts', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])"
