,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
875,"frozenset([1, 11])","frozenset([3, 5])",0.40520984081041966,0.1548480463096961,0.1316931982633864,0.32500000000000007,2.098831775700935,0.06894724606842996,1.25207696843008
876,"frozenset([1, 5])","frozenset([11, 3])",0.3704775687409551,0.14037626628075253,0.1316931982633864,0.35546875000000006,2.532256765463918,0.07968694042276028,1.3337192474674386
877,"frozenset([11, 5])","frozenset([1, 3])",0.3589001447178003,0.14616497829232997,0.1316931982633864,0.36693548387096775,2.510419993612264,0.07923456640159504,1.348733027920396
878,frozenset([3]),"frozenset([1, 11, 5])",0.17221418234442837,0.3589001447178003,0.1316931982633864,0.7647058823529412,2.1306925996204935,0.06988550329751342,2.7246743849493495
879,frozenset([1]),"frozenset([11, 3, 5])",0.4341534008683068,0.1316931982633864,0.1316931982633864,0.3033333333333334,2.3033333333333337,0.07451814836611301,1.2463733996219335
880,frozenset([11]),"frozenset([1, 3, 5])",0.40520984081041966,0.13603473227206947,0.1316931982633864,0.32500000000000007,2.3890957446808514,0.07657058605473308,1.2799485447821195
881,frozenset([5]),"frozenset([11, 1, 3])",0.48191027496382055,0.14037626628075253,0.1316931982633864,0.2732732732732733,1.9467199157920807,0.06404443318163447,1.182870674911196
882,"frozenset([11, 2, 3, 12])",frozenset([5]),0.07525325615050651,0.48191027496382055,0.07091172214182344,0.9423076923076922,1.955359205359205,0.03464640477841002,8.980221900627091
883,"frozenset([11, 2, 3, 5])",frozenset([12]),0.1316931982633864,0.2503617945007236,0.07091172214182344,0.5384615384615383,2.150733659404179,0.03794077670106244,1.6242161119150984
884,"frozenset([2, 3, 12, 5])",frozenset([11]),0.07380607814761216,0.40520984081041966,0.07091172214182344,0.9607843137254901,2.371078431372549,0.04100477296478812,15.167149059334266
885,"frozenset([11, 3, 12, 5])",frozenset([2]),0.07091172214182344,0.47901591895803186,0.07091172214182344,1.0,2.0876132930513593,0.03694387839516127,inf
886,"frozenset([2, 11, 12, 5])",frozenset([3]),0.1939218523878437,0.17221418234442837,0.07091172214182344,0.3656716417910447,2.123353819139596,0.037515628894134,1.3049799948923129
887,"frozenset([11, 2, 3])","frozenset([12, 5])",0.14037626628075253,0.19826338639652677,0.07091172214182344,0.5051546391752577,2.547896756716081,0.04308024821930087,1.6201760733236854
888,"frozenset([2, 3, 12])","frozenset([11, 5])",0.07814761215629522,0.3589001447178003,0.07091172214182344,0.9074074074074074,2.528300477897252,0.042864532829578555,6.923878437047759
889,"frozenset([2, 3, 5])","frozenset([11, 12])",0.14327062228654125,0.2170767004341534,0.07091172214182344,0.4949494949494949,2.28006734006734,0.03981100818671318,1.5501881331403762
890,"frozenset([11, 3, 12])","frozenset([2, 5])",0.07525325615050651,0.4341534008683068,0.07091172214182344,0.9423076923076922,2.1704487179487177,0.038240265057667214,9.80800771828266
891,"frozenset([11, 3, 5])","frozenset([2, 12])",0.1316931982633864,0.2141823444283647,0.07091172214182344,0.5384615384615383,2.514033264033263,0.04270536419250189,1.7026049204052094
892,"frozenset([3, 12, 5])","frozenset([2, 11])",0.07380607814761216,0.3921852387843705,0.07091172214182344,0.9607843137254901,2.4498227335214526,0.041966067759764254,15.499276410998519
893,"frozenset([2, 11, 12])","frozenset([3, 5])",0.21128798842257598,0.1548480463096961,0.07091172214182344,0.33561643835616434,2.1673921392907434,0.03819418992588186,1.2720843839049936
894,"frozenset([2, 11, 5])","frozenset([3, 12])",0.3545586107091172,0.07814761215629522,0.07091172214182344,0.19999999999999998,2.5592592592592593,0.04320381334545249,1.1523154848046309
895,"frozenset([2, 12, 5])","frozenset([11, 3])",0.19681620839363242,0.14037626628075253,0.07091172214182344,0.36029411764705876,2.5666312916919343,0.04328339766399081,1.343779629722042
896,"frozenset([11, 12, 5])","frozenset([2, 3])",0.1939218523878437,0.15195369030390737,0.07091172214182344,0.3656716417910447,2.406467661691542,0.041444581040921,1.3369200646973693
897,"frozenset([2, 3])","frozenset([11, 12, 5])",0.15195369030390737,0.1939218523878437,0.07091172214182344,0.4666666666666667,2.406467661691542,0.041444581040921,1.5113965267727931
898,"frozenset([11, 3])","frozenset([2, 12, 5])",0.14037626628075253,0.19681620839363242,0.07091172214182344,0.5051546391752577,2.5666312916919343,0.04328339766399081,1.623100578871201
899,"frozenset([3, 12])","frozenset([2, 11, 5])",0.07814761215629522,0.3545586107091172,0.07091172214182344,0.9074074074074074,2.5592592592592593,0.04320381334545249,6.970767004341536
900,"frozenset([3, 5])","frozenset([2, 11, 12])",0.1548480463096961,0.21128798842257598,0.07091172214182344,0.4579439252336448,2.1673921392907434,0.03819418992588186,1.4550376765307649
901,"frozenset([2, 11])","frozenset([3, 12, 5])",0.3921852387843705,0.07380607814761216,0.07091172214182344,0.18081180811808115,2.4498227335214526,0.041966067759764254,1.1306241118107978
902,"frozenset([2, 12])","frozenset([11, 3, 5])",0.2141823444283647,0.1316931982633864,0.07091172214182344,0.33108108108108103,2.5140332640332637,0.04270536419250189,1.2980748147173615
903,"frozenset([2, 5])","frozenset([11, 3, 12])",0.4341534008683068,0.07525325615050651,0.07091172214182344,0.16333333333333333,2.1704487179487177,0.038240265057667214,1.105274992648797
904,"frozenset([11, 12])","frozenset([2, 3, 5])",0.2170767004341534,0.14327062228654125,0.07091172214182344,0.32666666666666666,2.28006734006734,0.03981100818671318,1.2723703629407803
905,"frozenset([11, 5])","frozenset([2, 3, 12])",0.3589001447178003,0.07814761215629522,0.07091172214182344,0.1975806451612903,2.528300477897252,0.042864532829578555,1.1488411667599938
906,"frozenset([12, 5])","frozenset([11, 2, 3])",0.19826338639652677,0.14037626628075253,0.07091172214182344,0.3576642335766423,2.5478967567160806,0.04308024821930087,1.3382778581765555
907,frozenset([3]),"frozenset([2, 11, 12, 5])",0.17221418234442837,0.1939218523878437,0.07091172214182344,0.4117647058823529,2.123353819139596,0.037515628894134,1.3703328509406658
908,frozenset([2]),"frozenset([11, 3, 12, 5])",0.47901591895803186,0.07091172214182344,0.07091172214182344,0.14803625377643503,2.0876132930513593,0.03694387839516127,1.0905256027342427
909,frozenset([11]),"frozenset([2, 3, 12, 5])",0.40520984081041966,0.07380607814761216,0.07091172214182344,0.175,2.371078431372549,0.04100477296478812,1.1226592992150155
910,frozenset([12]),"frozenset([11, 2, 3, 5])",0.2503617945007236,0.1316931982633864,0.07091172214182344,0.28323699421965315,2.150733659404179,0.03794077670106244,1.2114280379067268
911,frozenset([5]),"frozenset([11, 2, 3, 12])",0.48191027496382055,0.07525325615050651,0.07091172214182344,0.14714714714714713,1.955359205359205,0.03464640477841002,1.0842981186685963
912,frozenset([5]),frozenset([7]),0.48191027496382055,0.39363241678726485,0.3125904486251809,0.6486486486486486,1.64785373608903,0.12289494241655685,1.725815429143938
913,frozenset([7]),frozenset([5]),0.39363241678726485,0.48191027496382055,0.3125904486251809,0.7941176470588235,1.6478537360890302,0.12289494241655685,2.5164358073185853
914,frozenset([1]),frozenset([9]),0.4341534008683068,0.09696092619392185,0.09406657018813314,0.21666666666666667,2.2345771144278608,0.05197065432970108,1.1528158389013765
915,frozenset([9]),frozenset([1]),0.09696092619392185,0.4341534008683068,0.09406657018813314,0.9701492537313432,2.2345771144278608,0.05197065432970108,18.955861070911666
916,frozenset([2]),frozenset([11]),0.47901591895803186,0.40520984081041966,0.3921852387843705,0.8187311178247735,2.02051143720328,0.19808327451772953,3.2812590448625194
917,frozenset([11]),frozenset([2]),0.40520984081041966,0.47901591895803186,0.3921852387843705,0.967857142857143,2.02051143720328,0.19808327451772953,16.208393632416843
918,"frozenset([1, 2, 3])",frozenset([12]),0.1447178002894356,0.2503617945007236,0.07814761215629522,0.54,2.156878612716763,0.041915803979634784,1.629648272824514
919,"frozenset([1, 2, 12])",frozenset([3]),0.2141823444283647,0.17221418234442837,0.07814761215629522,0.3648648648648648,2.1186690892573243,0.04126237483795166,1.3033223512023893
