antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks'])",frozenset([u'Microsoft.Compute/virtualMachines']),0.434153400868307,0.40520984081042,0.354558610709117,0.816666666666667,2.01541666666667,0.178635380255968,3.24430995921589
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])","frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks'])",0.40520984081042,0.434153400868307,0.354558610709117,0.875,2.01541666666667,0.178635380255968,4.52677279305355
frozenset([u'Microsoft.Compute/virtualMachines']),"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks'])",0.40520984081042,0.363241678726483,0.354558610709117,0.875,2.40886454183267,0.207369507896649,5.09406657018813
frozenset([u'Microsoft.Compute/virtualMachines']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks'])",0.40520984081042,0.434153400868307,0.354558610709117,0.875,2.01541666666667,0.178635380255968,4.52677279305355
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces'])","frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines'])",0.402315484804631,0.3589001447178,0.354558610709117,0.881294964028777,2.45554362961244,0.210167524990523,5.40078059904398
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Network/virtualNetworks']),0.392185238784371,0.481910274963821,0.354558610709117,0.904059040590406,1.87599038152544,0.16556051444979,5.40008905710786
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines'])","frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/virtualNetworks'])",0.392185238784371,0.370477568740955,0.354558610709117,0.904059040590406,2.44025311346863,0.209262776948193,6.56156072581542
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Network/virtualNetworks']),0.392185238784371,0.481910274963821,0.354558610709117,0.904059040590406,1.87599038152544,0.16556051444979,5.40008905710786
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/virtualNetworks'])","frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines'])",0.370477568740955,0.392185238784371,0.354558610709117,0.95703125,2.44025311346863,0.209262776948193,14.1455071701092
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks'])",frozenset([u'Microsoft.Compute/virtualMachines']),0.363241678726483,0.40520984081042,0.354558610709117,0.97609561752988,2.40886454183267,0.207369507896649,24.8820549927641
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Network/publicIPAddresses']),0.3589001447178,0.479015918958032,0.354558610709117,0.987903225806452,2.06235990644187,0.182639728072949,43.0680173661357
"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines'])","frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces'])",0.3589001447178,0.402315484804631,0.354558610709117,0.987903225806452,2.45554362961244,0.210167524990523,49.4085865894834
"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Network/publicIPAddresses']),0.3589001447178,0.479015918958032,0.354558610709117,0.987903225806452,2.06235990644187,0.182639728072949,43.0680173661357
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Network/networkInterfaces']),0.354558610709117,0.434153400868307,0.354558610709117,1,2.30333333333333,0.200625784062612,inf
frozenset([u'Microsoft.Network/publicIPAddresses']),frozenset([u'Microsoft.Storage/storageAccounts']),0.479015918958032,0.393632416787265,0.321273516642547,0.670694864048338,1.70386084947574,0.132717322783524,1.84135477104051
frozenset([u'Microsoft.Storage/storageAccounts']),frozenset([u'Microsoft.Network/publicIPAddresses']),0.393632416787265,0.479015918958032,0.321273516642547,0.816176470588235,1.70386084947574,0.132717322783524,2.83415340086831
frozenset([u'Microsoft.Network/virtualNetworks']),frozenset([u'Microsoft.Storage/storageAccounts']),0.481910274963821,0.393632416787265,0.312590448625181,0.648648648648649,1.64785373608903,0.122894942416557,1.72581542914394
frozenset([u'Microsoft.Network/networkInterfaces']),frozenset([u'Microsoft.Storage/storageAccounts']),0.434153400868307,0.393632416787265,0.312590448625181,0.72,1.82911764705882,0.141693596184979,2.16559851147405
frozenset([u'Microsoft.Storage/storageAccounts']),frozenset([u'Microsoft.Network/virtualNetworks']),0.393632416787265,0.481910274963821,0.312590448625181,0.794117647058823,1.64785373608903,0.122894942416557,2.51643580731859
frozenset([u'Microsoft.Storage/storageAccounts']),frozenset([u'Microsoft.Network/networkInterfaces']),0.393632416787265,0.434153400868307,0.312590448625181,0.794117647058823,1.82911764705882,0.141693596184979,2.74839776721108
frozenset([u'Microsoft.Network/publicIPAddresses']),"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",0.479015918958032,0.312590448625181,0.305354558610709,0.637462235649547,2.03928891126776,0.155618757605015,1.89610467920888
frozenset([u'Microsoft.Network/networkInterfaces']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])",0.434153400868307,0.321273516642547,0.305354558610709,0.703333333333333,2.1892042042042,0.165872568751427,2.28784207873299
frozenset([u'Microsoft.Network/networkInterfaces']),"frozenset([u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",0.434153400868307,0.305354558610709,0.305354558610709,0.703333333333333,2.30333333333333,0.172783838519229,2.34150148782907
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Storage/storageAccounts']),0.40520984081042,0.393632416787265,0.305354558610709,0.753571428571429,1.91440388655462,0.145850829666521,2.4606220768053
frozenset([u'Microsoft.Compute/virtualMachines']),"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",0.40520984081042,0.312590448625181,0.305354558610709,0.753571428571429,2.41073082010582,0.178689832684442,2.78948803456448
