antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset(['prereqs', 'azuredeploy.parameters.json'])",frozenset(['azuredeploy.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['azuredeploy.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),frozenset(['azuredeploy.parameters.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['metadata.json', 'azuredeploy.json', 'prereqs', 'azuredeploy.parameters.json'])",frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
"frozenset(['metadata.json', 'azuredeploy.json', 'prereqs', 'README.md'])",frozenset(['azuredeploy.parameters.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['metadata.json', 'prereqs', 'azuredeploy.parameters.json', 'README.md'])",frozenset(['azuredeploy.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs', 'azuredeploy.parameters.json', 'README.md'])",frozenset(['metadata.json']),0.07703281,0.990014265,0.07703281,1,1.010086455,0.000769229,inf
"frozenset(['metadata.json', 'azuredeploy.json', 'prereqs'])","frozenset(['azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['metadata.json', 'prereqs', 'azuredeploy.parameters.json'])","frozenset(['azuredeploy.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['metadata.json', 'prereqs', 'README.md'])","frozenset(['azuredeploy.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs', 'azuredeploy.parameters.json'])","frozenset(['metadata.json', 'README.md'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs', 'README.md'])","frozenset(['metadata.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json', 'README.md'])","frozenset(['metadata.json', 'azuredeploy.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['metadata.json', 'prereqs'])","frozenset(['azuredeploy.json', 'azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['azuredeploy.json', 'prereqs'])","frozenset(['metadata.json', 'azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json'])","frozenset(['metadata.json', 'azuredeploy.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['prereqs', 'README.md'])","frozenset(['metadata.json', 'azuredeploy.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['metadata.json', 'azuredeploy.json', 'azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json'])",frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
"frozenset(['prereqs', 'README.md'])",frozenset(['azuredeploy.parameters.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['metadata.json', 'prereqs', 'azuredeploy.parameters.json'])",frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
"frozenset(['metadata.json', 'prereqs', 'README.md'])",frozenset(['azuredeploy.parameters.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json', 'README.md'])",frozenset(['metadata.json']),0.07703281,0.990014265,0.07703281,1,1.010086455,0.000769229,inf
"frozenset(['metadata.json', 'prereqs'])","frozenset(['azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json'])","frozenset(['metadata.json', 'README.md'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['prereqs', 'README.md'])","frozenset(['metadata.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['metadata.json', 'azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['metadata.json', 'prereqs'])",frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
"frozenset(['prereqs', 'README.md'])",frozenset(['metadata.json']),0.07703281,0.990014265,0.07703281,1,1.010086455,0.000769229,inf
frozenset(['prereqs']),"frozenset(['metadata.json', 'README.md'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['metadata.json', 'azuredeploy.json', 'prereqs'])",frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
"frozenset(['metadata.json', 'prereqs', 'README.md'])",frozenset(['azuredeploy.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs', 'README.md'])",frozenset(['metadata.json']),0.07703281,0.990014265,0.07703281,1,1.010086455,0.000769229,inf
"frozenset(['metadata.json', 'prereqs'])","frozenset(['azuredeploy.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['azuredeploy.json', 'prereqs'])","frozenset(['metadata.json', 'README.md'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['prereqs', 'README.md'])","frozenset(['metadata.json', 'azuredeploy.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['metadata.json', 'azuredeploy.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['metadata.json', 'azuredeploy.json', 'prereqs'])",frozenset(['azuredeploy.parameters.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['metadata.json', 'prereqs', 'azuredeploy.parameters.json'])",frozenset(['azuredeploy.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs', 'azuredeploy.parameters.json'])",frozenset(['metadata.json']),0.07703281,0.990014265,0.07703281,1,1.010086455,0.000769229,inf
"frozenset(['metadata.json', 'prereqs'])","frozenset(['azuredeploy.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs'])","frozenset(['metadata.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json'])","frozenset(['metadata.json', 'azuredeploy.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['metadata.json', 'azuredeploy.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
frozenset(['prereqs']),frozenset(['azuredeploy.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['metadata.json', 'prereqs'])",frozenset(['azuredeploy.parameters.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json'])",frozenset(['metadata.json']),0.07703281,0.990014265,0.07703281,1,1.010086455,0.000769229,inf
frozenset(['prereqs']),"frozenset(['metadata.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs', 'azuredeploy.parameters.json'])",frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
"frozenset(['azuredeploy.json', 'prereqs', 'README.md'])",frozenset(['azuredeploy.parameters.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json', 'README.md'])",frozenset(['azuredeploy.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
"frozenset(['azuredeploy.json', 'prereqs'])","frozenset(['azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['prereqs', 'azuredeploy.parameters.json'])","frozenset(['azuredeploy.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['prereqs', 'README.md'])","frozenset(['azuredeploy.json', 'azuredeploy.parameters.json'])",0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['azuredeploy.json', 'azuredeploy.parameters.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
"frozenset(['azuredeploy.json', 'prereqs'])",frozenset(['README.md']),0.07703281,0.991440799,0.07703281,1,1.008633094,0.000659339,inf
"frozenset(['prereqs', 'README.md'])",frozenset(['azuredeploy.json']),0.07703281,0.987161198,0.07703281,1,1.01300578,0.000989009,inf
frozenset(['prereqs']),"frozenset(['azuredeploy.json', 'README.md'])",0.07703281,0.984308131,0.07703281,1,1.015942029,0.001208789,inf
